origin_country,destination_country,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_status,placement_country,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score,placement_success
5,7,9,0,2021,0,3,2022,1,7,110703,3.13,2,2,4,0.0,1
8,6,10,5,2022,0,0,2024,1,6,84880,3.59,5,4,2,9.0,1
9,7,3,4,2019,0,4,2021,1,7,133808,2.61,3,0,1,6.9,1
7,3,0,5,2022,0,2,2024,0,10,0,3.87,5,1,1,8.9,0
8,0,14,3,2019,0,2,2021,1,0,42247,3.52,2,2,0,7.3,1
5,9,12,0,2022,0,4,2025,0,10,0,3.64,1,2,3,5.3,0
3,9,1,1,2020,0,2,2021,1,9,80526,3.63,2,2,3,8.5,1
9,8,11,1,2022,1,0,2023,0,10,0,2.85,1,0,3,5.6,0
2,1,1,6,2019,1,0,2020,0,10,0,3.98,1,3,0,5.4,0
0,6,7,6,2019,1,2,2021,1,6,122247,3.55,0,4,0,5.4,1
4,8,11,6,2019,1,4,2022,1,8,126576,2.88,1,3,1,5.0,1
1,8,9,5,2019,0,0,2021,0,10,0,2.9,1,4,0,7.7,0
1,6,10,1,2022,0,3,2023,1,6,129570,3.96,0,4,1,6.3,1
5,1,2,4,2023,1,2,2026,1,1,89329,3.6,1,4,1,6.1,1
4,5,9,4,2020,0,0,2021,0,10,0,2.99,0,2,3,6.8,0
3,6,14,1,2022,0,3,2023,0,10,0,2.55,4,3,2,5.2,0
8,7,8,7,2020,1,4,2022,1,7,94903,3.47,2,0,4,0.0,1
9,1,11,2,2022,0,0,2023,0,10,0,3.46,1,4,2,8.4,0
3,7,5,1,2021,0,0,2024,0,10,0,2.93,2,4,0,9.0,0
8,3,4,4,2023,0,2,2024,1,3,110700,3.69,0,1,1,6.8,1
4,3,5,3,2020,0,0,2023,1,3,82753,2.78,1,3,3,5.6,1
1,0,3,4,2023,0,4,2026,1,0,135094,3.25,2,0,4,0.0,1
7,1,6,0,2019,0,3,2022,1,1,50498,3.6,1,1,1,6.2,1
7,9,2,5,2022,1,4,2023,1,9,129634,3.88,5,0,4,0.0,1
6,8,8,2,2021,1,2,2022,0,10,0,3.53,3,3,3,7.6,0
2,4,5,2,2019,0,1,2021,1,4,101053,3.89,3,4,0,8.2,1
1,6,10,5,2020,0,4,2021,1,6,94416,3.13,0,3,4,0.0,1
5,4,13,2,2022,1,1,2025,0,10,0,3.01,2,2,0,8.8,0
0,2,2,2,2022,0,4,2024,0,10,0,2.7,4,4,0,8.9,0
4,3,2,7,2020,0,2,2021,1,3,138260,2.51,4,1,2,7.4,1
1,3,10,6,2021,0,0,2023,0,10,0,3.82,2,1,0,5.8,0
0,2,13,7,2020,0,3,2023,1,2,62715,3.9,2,1,1,5.0,1
1,7,3,7,2021,1,4,2024,1,7,61681,3.63,1,4,0,8.2,1
5,1,4,3,2019,1,4,2020,0,10,0,3.7,3,4,2,8.7,0
5,8,12,6,2022,1,3,2025,1,8,97272,3.62,4,2,2,5.0,1
9,0,2,3,2020,0,4,2023,1,0,149237,2.51,3,4,3,8.1,1
3,6,4,2,2022,1,2,2024,1,6,128710,3.7,0,1,4,0.0,1
2,3,9,1,2021,0,2,2023,1,3,55046,3.94,4,0,0,8.7,1
2,6,8,7,2023,1,1,2026,0,10,0,3.43,0,4,2,7.8,0
9,4,14,6,2019,0,2,2020,1,4,41916,3.45,3,1,2,6.6,1
6,1,11,2,2021,1,3,2022,1,1,88650,3.81,2,4,0,8.3,1
7,5,14,5,2023,0,3,2025,0,10,0,3.03,3,3,4,0.0,0
6,2,11,1,2019,1,4,2021,1,2,106170,2.57,3,3,1,7.4,1
5,8,6,6,2020,0,0,2021,1,8,135270,3.12,0,3,2,5.4,1
2,7,13,1,2019,1,2,2021,0,10,0,2.98,3,1,3,7.9,0
9,2,7,3,2021,1,3,2022,1,2,35265,3.79,2,2,1,5.8,1
2,8,5,0,2023,0,3,2024,1,8,72439,2.68,3,4,2,7.4,1
1,5,2,1,2019,0,0,2020,1,5,122514,2.85,4,1,4,0.0,1
0,5,2,2,2023,0,3,2026,1,5,140664,3.92,3,1,0,5.6,1
1,9,8,4,2021,1,0,2024,0,10,0,3.7,2,2,0,8.2,0
1,3,6,6,2023,0,2,2026,1,3,72364,2.62,0,1,4,0.0,1
1,5,2,4,2019,1,4,2022,1,5,117129,3.45,2,4,4,0.0,1
5,0,9,2,2023,0,1,2025,0,10,0,2.96,0,4,1,7.1,0
9,7,8,0,2020,0,3,2021,1,7,94357,3.44,0,2,4,0.0,1
2,0,11,3,2022,1,1,2025,1,0,142682,2.54,0,0,0,5.6,1
6,0,1,7,2022,0,1,2023,0,10,0,3.06,0,1,4,0.0,0
8,2,4,4,2019,0,1,2021,0,10,0,3.16,4,2,0,5.8,0
9,2,7,0,2023,0,4,2026,1,2,60104,2.81,0,1,4,0.0,1
9,1,11,6,2020,1,0,2023,0,10,0,3.3,0,4,2,7.3,0
4,5,10,1,2021,0,1,2022,0,10,0,2.72,0,0,0,8.3,0
7,4,10,1,2020,1,2,2022,0,10,0,2.96,4,0,0,7.2,0
9,0,6,0,2022,0,2,2023,1,0,127492,3.36,3,1,0,7.1,1
3,5,3,5,2020,1,2,2023,0,10,0,3.47,2,0,0,5.9,0
1,0,14,1,2020,1,3,2023,0,10,0,3.24,2,4,1,5.6,0
8,3,10,0,2021,0,0,2024,0,10,0,3.32,1,3,4,0.0,0
6,1,14,3,2020,0,2,2023,1,1,143663,2.94,2,2,4,0.0,1
2,7,13,6,2023,1,2,2024,0,10,0,2.84,2,1,3,8.2,0
3,8,12,7,2022,0,4,2023,1,8,87736,2.9,1,1,2,8.4,1
6,8,13,5,2021,0,1,2022,1,8,33054,3.09,4,3,4,0.0,1
5,9,5,6,2019,0,0,2021,1,9,33757,2.86,1,1,1,5.7,1
0,5,12,3,2023,0,4,2025,0,10,0,3.78,5,3,4,0.0,0
5,3,13,3,2022,0,4,2023,1,3,69928,2.69,1,3,0,5.1,1
6,7,10,0,2021,1,4,2024,1,7,57575,3.71,0,2,3,6.1,1
1,6,6,1,2022,0,0,2024,0,10,0,2.64,3,0,2,9.0,0
7,0,14,5,2021,0,3,2024,1,0,39137,3.02,2,1,3,6.2,1
1,3,8,3,2021,1,0,2024,1,3,57191,2.66,2,1,4,0.0,1
8,7,1,0,2023,1,0,2024,0,10,0,3.5,3,4,0,6.5,0
6,7,1,0,2019,0,2,2022,1,7,56257,3.89,0,0,3,8.9,1
9,1,5,7,2019,1,1,2020,1,1,31787,2.8,1,4,1,7.6,1
7,4,7,1,2023,1,2,2026,0,10,0,3.38,0,0,4,0.0,0
0,5,12,1,2021,0,0,2022,1,5,119692,3.47,5,1,0,5.9,1
2,1,8,5,2021,0,4,2023,1,1,87796,3.03,5,0,4,0.0,1
2,7,2,1,2021,0,3,2023,0,10,0,3.79,4,2,1,5.4,0
9,7,13,1,2022,0,0,2023,0,10,0,3.36,3,2,0,6.9,0
5,3,1,0,2021,1,4,2024,0,10,0,3.28,5,3,4,0.0,0
4,7,4,5,2023,1,1,2025,1,7,125183,3.7,2,2,4,0.0,1
5,7,7,4,2021,1,2,2023,0,10,0,3.26,0,2,4,0.0,0
5,4,11,6,2020,1,1,2021,1,4,109031,3.29,3,0,3,5.4,1
3,8,3,4,2023,0,2,2024,1,8,75287,3.23,2,0,1,7.7,1
6,3,7,0,2021,1,2,2022,0,10,0,3.2,5,2,3,6.4,0
1,7,8,1,2021,1,4,2022,0,10,0,3.87,0,0,4,0.0,0
4,8,5,3,2022,1,0,2024,0,10,0,2.85,3,1,4,0.0,0
2,7,1,6,2022,1,3,2025,0,10,0,3.7,2,2,4,0.0,0
0,9,3,3,2020,1,4,2022,1,9,79095,2.51,3,1,0,5.4,1
6,3,14,0,2021,1,3,2023,1,3,66013,2.57,1,3,0,7.4,1
0,7,2,7,2023,0,4,2024,0,10,0,3.13,1,4,1,5.2,0
0,8,11,2,2020,0,0,2022,1,8,53755,2.76,2,2,3,5.1,1
4,6,3,6,2022,1,0,2023,0,10,0,3.07,0,0,1,8.8,0
3,0,11,5,2020,0,2,2021,0,10,0,2.7,0,3,4,0.0,0
9,3,13,1,2023,0,1,2024,0,10,0,2.84,4,0,4,0.0,0
7,5,13,5,2023,1,3,2026,0,10,0,2.58,2,2,0,6.4,0
6,2,4,2,2021,0,3,2022,1,2,119821,3.8,5,1,3,6.3,1
1,3,13,5,2023,1,4,2025,1,3,42381,2.52,4,0,2,8.8,1
8,0,12,6,2020,1,4,2022,1,0,114347,3.79,3,2,0,8.7,1
2,6,13,6,2020,1,4,2023,1,6,149110,2.54,2,0,0,6.0,1
3,2,6,4,2021,0,0,2022,0,10,0,2.84,4,0,1,5.4,0
8,9,5,7,2023,0,0,2025,1,9,131008,2.72,3,3,1,7.4,1
6,7,4,2,2022,1,1,2023,1,7,130490,2.69,1,1,1,5.7,1
6,7,6,2,2020,1,3,2022,1,7,73216,3.67,1,2,3,6.8,1
2,7,8,7,2020,1,2,2023,1,7,98174,3.14,5,1,0,7.6,1
9,2,8,0,2019,0,1,2022,0,10,0,2.85,2,4,3,5.4,0
4,9,11,6,2023,1,1,2026,0,10,0,3.15,4,1,0,8.2,0
6,5,9,6,2023,0,2,2024,1,5,89528,3.15,3,4,0,7.4,1
6,2,11,1,2019,1,1,2020,1,2,128467,2.99,0,4,2,6.1,1
4,2,14,5,2019,1,1,2021,0,10,0,3.86,3,4,0,6.4,0
4,8,6,1,2019,1,4,2021,0,10,0,2.52,4,2,0,5.4,0
4,6,11,5,2020,0,0,2022,1,6,148289,2.67,2,3,4,0.0,1
8,9,0,7,2022,0,1,2025,0,10,0,2.75,3,3,2,8.9,0
2,1,3,0,2021,0,0,2024,1,1,129525,3.64,3,4,1,5.6,1
0,7,4,7,2019,1,1,2021,0,10,0,3.6,4,3,1,5.3,0
6,5,9,3,2023,1,2,2024,1,5,80087,2.88,4,4,3,5.2,1
6,5,4,4,2020,0,2,2023,1,5,120006,3.49,1,3,2,8.4,1
0,4,2,7,2022,1,2,2023,0,10,0,3.75,4,4,4,0.0,0
9,4,14,0,2020,0,4,2021,0,10,0,3.32,0,3,0,5.4,0
0,9,4,5,2021,1,3,2024,1,9,143484,3.11,0,1,0,6.4,1
5,3,7,5,2020,0,4,2021,1,3,53496,2.91,4,4,3,9.0,1
1,7,12,1,2021,0,1,2022,1,7,59322,3.08,2,1,3,7.7,1
7,8,12,1,2022,0,4,2024,0,10,0,2.84,2,2,2,5.8,0
6,3,5,7,2023,1,1,2024,1,3,110679,3.98,5,4,3,7.5,1
0,3,10,1,2020,0,2,2022,0,10,0,3.45,2,2,4,0.0,0
0,5,13,3,2020,0,3,2021,0,10,0,3.62,5,4,4,0.0,0
6,2,4,3,2019,1,1,2022,0,10,0,3.15,1,1,0,8.5,0
0,3,7,5,2021,1,2,2024,1,3,111284,3.95,1,4,2,8.9,1
0,5,11,5,2019,1,4,2022,0,10,0,2.7,2,2,0,7.9,0
8,7,3,4,2023,0,1,2024,1,7,52215,2.91,5,0,1,7.7,1
5,4,11,3,2023,1,4,2025,1,4,125753,3.07,1,4,4,0.0,1
0,2,10,7,2019,0,1,2020,0,10,0,3.77,5,4,1,8.8,0
5,7,11,0,2022,1,3,2024,1,7,39435,3.38,4,1,3,7.0,1
1,5,4,7,2023,1,4,2024,0,10,0,2.96,2,4,3,8.8,0
4,2,12,4,2019,1,1,2020,1,2,137602,2.9,0,2,1,5.7,1
9,7,9,3,2019,0,1,2021,0,10,0,3.69,0,0,2,7.1,0
4,0,0,4,2022,1,2,2023,0,10,0,3.01,2,2,0,8.0,0
7,6,8,6,2020,0,1,2022,1,6,35010,3.71,2,0,1,8.8,1
8,3,12,5,2020,0,0,2023,0,10,0,2.81,5,1,0,5.2,0
1,9,1,5,2021,1,2,2022,1,9,56388,3.79,3,0,2,8.4,1
4,8,3,7,2023,1,3,2024,1,8,116221,3.3,3,4,3,7.1,1
8,5,2,7,2019,0,2,2022,0,10,0,3.28,4,3,4,0.0,0
4,1,3,7,2023,0,2,2026,0,10,0,3.97,4,0,0,6.2,0
5,2,2,7,2023,1,4,2024,1,2,81800,3.43,5,3,2,6.9,1
8,9,7,6,2023,1,0,2024,0,10,0,2.87,5,1,0,7.4,0
8,5,11,5,2023,1,4,2024,1,5,127447,2.98,4,0,2,5.4,1
7,5,1,4,2022,0,1,2024,0,10,0,3.8,3,1,4,0.0,0
4,2,10,1,2022,0,2,2024,0,10,0,3.63,1,1,2,8.4,0
0,1,5,4,2019,0,0,2020,0,10,0,3.53,3,0,0,7.1,0
4,0,12,2,2019,1,3,2020,0,10,0,3.98,2,1,0,6.9,0
0,2,3,4,2019,1,2,2020,0,10,0,3.71,1,1,2,7.7,0
2,4,14,0,2019,1,3,2022,1,4,61855,3.01,4,0,2,7.9,1
5,8,10,1,2021,0,1,2023,0,10,0,2.57,3,3,1,5.6,0
2,6,1,4,2023,1,1,2026,0,10,0,3.29,4,1,1,5.9,0
1,5,6,3,2023,1,1,2025,1,5,142075,3.76,2,4,3,8.4,1
1,8,2,2,2021,1,3,2023,0,10,0,3.0,4,4,3,5.0,0
4,3,6,6,2021,0,3,2024,0,10,0,3.98,2,1,0,8.4,0
2,5,13,2,2021,1,0,2024,1,5,93929,2.62,5,4,4,0.0,1
2,9,2,2,2022,0,0,2025,1,9,44787,2.83,0,0,2,7.7,1
4,8,7,7,2021,0,0,2022,0,10,0,2.5,0,0,3,5.1,0
5,8,0,6,2022,1,0,2023,1,8,107009,3.08,5,4,2,7.2,1
1,4,7,5,2020,1,4,2022,0,10,0,3.89,3,2,0,6.9,0
6,9,10,6,2020,0,0,2021,0,10,0,2.76,5,3,1,6.2,0
5,6,10,5,2021,0,3,2023,1,6,114866,3.46,0,4,1,7.9,1
2,0,10,1,2021,0,0,2023,1,0,127160,2.84,2,0,1,5.6,1
0,6,11,0,2019,0,2,2021,0,10,0,2.85,2,4,3,5.8,0
0,3,3,1,2019,1,1,2020,0,10,0,3.4,2,2,3,5.2,0
3,0,7,0,2021,0,1,2023,0,10,0,3.23,5,4,0,7.1,0
1,9,11,1,2023,0,4,2024,1,9,125868,2.83,5,3,2,7.1,1
8,7,14,5,2021,1,4,2023,0,10,0,2.5,5,4,0,8.9,0
7,0,11,3,2019,0,0,2021,0,10,0,3.25,3,1,2,8.0,0
5,9,9,6,2022,0,2,2025,1,9,53580,2.6,4,3,3,7.7,1
0,4,1,1,2019,1,1,2020,1,4,127535,3.18,2,4,0,5.3,1
9,0,6,4,2023,0,2,2025,0,10,0,2.55,3,2,0,8.9,0
2,3,10,7,2019,1,0,2021,1,3,101860,2.65,2,1,4,0.0,1
4,7,8,7,2023,1,4,2024,1,7,83425,3.09,2,3,1,5.8,1
4,5,4,0,2020,1,1,2022,0,10,0,3.44,2,1,2,8.4,0
0,5,10,6,2022,1,0,2024,1,5,136282,2.84,2,3,4,0.0,1
0,5,14,7,2022,1,1,2023,0,10,0,3.49,4,2,0,7.8,0
5,6,4,6,2021,0,1,2024,0,10,0,3.97,4,4,4,0.0,0
5,2,7,2,2023,1,4,2026,1,2,105931,2.52,5,1,4,0.0,1
4,0,13,7,2019,1,2,2020,1,0,74383,2.6,1,0,1,8.4,1
2,1,9,6,2019,1,0,2021,1,1,112203,3.81,1,4,3,6.7,1
5,1,14,6,2019,1,4,2020,0,10,0,3.51,5,0,0,7.0,0
2,9,8,6,2023,0,0,2026,1,9,115281,3.92,4,3,4,0.0,1
1,5,10,6,2020,1,3,2022,0,10,0,2.6,5,2,4,0.0,0
0,7,1,4,2023,1,3,2025,1,7,77190,2.75,4,3,2,7.6,1
2,8,8,4,2022,0,3,2024,1,8,116192,3.18,5,3,0,8.8,1
1,7,7,3,2019,1,3,2020,0,10,0,3.48,1,3,1,7.9,0
5,8,8,4,2021,0,0,2023,0,10,0,3.8,3,3,0,5.9,0
2,5,14,2,2019,1,3,2022,1,5,71542,3.31,5,1,0,5.9,1
4,9,2,2,2022,1,2,2023,1,9,140000,3.52,3,0,4,0.0,1
5,4,5,0,2022,0,1,2024,0,10,0,3.65,4,4,4,0.0,0
1,6,2,0,2020,1,1,2021,1,6,142052,2.91,0,4,2,6.7,1
5,3,1,7,2020,1,0,2021,1,3,123147,2.77,0,0,3,7.9,1
4,2,1,3,2021,0,0,2022,1,2,65656,2.71,1,1,0,6.1,1
3,6,2,5,2022,0,1,2024,1,6,85553,3.57,4,4,4,0.0,1
3,8,0,1,2021,1,4,2024,0,10,0,3.13,2,0,3,5.6,0
2,4,2,4,2021,0,3,2024,1,4,87119,2.96,2,0,0,7.1,1
1,0,3,7,2020,1,4,2022,1,0,32970,3.99,4,3,0,6.3,1
8,0,4,2,2020,1,2,2022,1,0,101176,2.72,2,2,2,7.5,1
5,1,0,7,2019,1,2,2021,1,1,61087,3.38,3,4,0,6.8,1
8,5,7,5,2022,0,0,2025,0,10,0,3.4,1,3,1,5.7,0
0,6,2,7,2023,0,2,2024,0,10,0,3.93,3,3,0,5.9,0
9,8,3,3,2022,1,4,2025,0,10,0,3.38,1,1,3,5.8,0
8,2,11,4,2020,1,0,2021,1,2,76614,3.6,3,1,4,0.0,1
7,3,13,3,2022,1,4,2023,0,10,0,3.22,5,3,3,8.2,0
4,2,7,6,2022,0,3,2025,0,10,0,3.89,0,3,2,7.9,0
8,7,6,1,2019,0,2,2022,1,7,90370,3.52,0,0,0,5.1,1
3,9,7,1,2019,0,4,2021,1,9,142153,3.63,2,4,2,7.8,1
4,9,1,0,2021,0,3,2023,1,9,78845,2.81,4,0,3,5.9,1
5,0,8,7,2019,0,4,2022,0,10,0,2.57,2,1,0,7.0,0
6,7,4,3,2019,1,4,2021,1,7,64137,2.99,0,0,3,6.3,1
4,2,8,7,2020,1,0,2022,1,2,110290,2.83,2,4,4,0.0,1
9,6,10,0,2022,1,2,2023,0,10,0,3.38,1,0,2,8.3,0
2,7,13,4,2020,0,1,2023,0,10,0,3.45,1,1,1,7.4,0
9,6,1,2,2021,0,2,2024,0,10,0,3.45,2,1,3,5.5,0
9,7,13,0,2022,0,2,2023,0,10,0,3.28,2,0,3,6.4,0
3,4,10,0,2020,0,0,2023,1,4,147993,3.02,2,2,0,5.1,1
7,2,8,7,2021,1,1,2023,0,10,0,3.88,4,2,2,5.4,0
3,9,10,2,2023,1,4,2024,0,10,0,3.72,2,3,3,6.6,0
9,7,11,0,2023,1,1,2026,1,7,76289,3.37,0,0,4,0.0,1
6,7,6,0,2023,0,2,2024,0,10,0,3.58,2,0,2,6.2,0
7,0,2,1,2019,0,0,2020,0,10,0,3.26,0,0,3,8.4,0
8,9,0,1,2019,1,3,2020,1,9,138875,3.29,5,2,4,0.0,1
2,7,3,4,2022,1,1,2025,1,7,108338,3.39,4,1,3,8.5,1
4,0,10,2,2021,1,1,2023,0,10,0,3.67,0,2,2,8.0,0
1,5,13,0,2019,0,3,2021,0,10,0,3.16,5,2,1,7.3,0
9,4,9,4,2020,1,2,2021,0,10,0,3.06,2,1,1,5.3,0
4,1,3,2,2020,1,3,2021,0,10,0,2.75,0,0,0,6.8,0
2,7,14,5,2021,0,0,2023,1,7,60256,2.68,4,1,1,5.4,1
2,7,5,0,2023,1,0,2026,1,7,91870,2.75,2,1,3,7.6,1
8,5,14,7,2019,1,1,2020,0,10,0,3.74,4,4,3,7.7,0
3,5,10,1,2022,1,1,2023,0,10,0,3.22,4,4,0,8.4,0
4,6,6,0,2020,1,3,2023,1,6,56866,2.87,5,2,3,8.2,1
5,7,14,4,2022,1,1,2025,0,10,0,2.82,1,4,2,5.8,0
0,7,14,2,2019,1,4,2021,0,10,0,3.08,0,2,2,8.5,0
8,2,7,1,2020,1,3,2022,1,2,120312,3.77,1,2,3,6.6,1
9,6,12,4,2019,1,1,2020,1,6,95602,3.64,2,0,4,0.0,1
5,2,14,1,2021,0,3,2024,1,2,89960,3.54,0,1,0,8.9,1
7,1,10,7,2020,1,4,2023,0,10,0,3.67,4,4,1,7.3,0
3,1,11,4,2021,0,1,2024,0,10,0,2.82,3,0,0,6.2,0
2,9,8,6,2019,1,1,2022,0,10,0,3.42,0,0,4,0.0,0
6,4,6,0,2019,1,2,2020,0,10,0,3.11,3,3,1,6.6,0
9,0,9,2,2023,0,2,2025,1,0,60883,3.14,4,1,4,0.0,1
4,0,5,7,2023,1,3,2025,0,10,0,2.82,2,4,0,8.4,0
8,9,3,3,2023,1,3,2026,1,9,34303,3.93,5,1,0,8.0,1
1,3,6,6,2019,1,2,2020,0,10,0,3.78,3,1,0,7.1,0
5,8,3,3,2020,0,4,2021,0,10,0,2.77,2,2,2,7.4,0
8,2,13,2,2023,0,3,2024,1,2,37778,3.91,5,0,4,0.0,1
5,2,1,2,2023,0,1,2024,1,2,110307,3.34,4,2,1,8.0,1
0,3,11,4,2022,0,1,2025,1,3,90781,3.23,0,0,4,0.0,1
5,4,14,2,2022,0,4,2025,1,4,98782,3.33,4,4,1,7.8,1
0,4,8,3,2020,1,4,2023,1,4,57438,3.6,5,4,1,6.7,1
6,4,6,3,2020,0,0,2023,1,4,90525,3.77,4,2,1,6.3,1
2,1,5,1,2021,1,2,2023,0,10,0,2.59,4,1,4,0.0,0
9,6,6,6,2022,0,1,2023,1,6,93396,3.2,4,3,3,5.6,1
3,1,6,6,2021,1,3,2022,0,10,0,3.98,2,4,1,8.7,0
5,9,5,0,2020,0,3,2022,0,10,0,3.75,4,4,0,7.1,0
0,8,2,0,2020,1,1,2021,0,10,0,2.68,3,2,1,7.7,0
0,1,14,3,2020,1,4,2023,1,1,120557,3.65,1,0,3,6.5,1
7,5,5,1,2023,1,1,2026,0,10,0,3.89,4,4,0,8.9,0
6,3,2,3,2022,0,2,2025,1,3,101545,2.91,2,0,2,6.5,1
9,2,8,7,2022,0,3,2025,0,10,0,3.92,4,0,3,8.0,0
5,7,3,4,2022,0,1,2025,0,10,0,3.37,2,1,4,0.0,0
3,9,4,4,2023,1,0,2026,0,10,0,3.01,3,4,4,0.0,0
4,7,5,6,2022,1,1,2024,0,10,0,2.75,2,1,3,6.5,0
6,8,5,7,2019,0,1,2022,0,10,0,3.99,5,3,3,5.8,0
3,7,3,2,2020,0,0,2021,0,10,0,3.23,4,3,3,5.6,0
2,4,13,0,2021,0,3,2022,1,4,74192,3.78,0,3,0,5.7,1
7,5,9,4,2023,1,3,2026,1,5,59646,3.37,3,4,0,8.1,1
1,6,9,3,2021,1,0,2023,1,6,115426,2.66,4,2,0,6.7,1
2,1,8,4,2023,1,3,2024,0,10,0,3.53,4,0,3,9.0,0
0,5,2,3,2022,0,0,2024,1,5,46631,3.31,5,3,2,6.1,1
7,6,1,2,2022,0,1,2023,0,10,0,3.3,1,2,3,6.2,0
9,5,2,6,2022,1,4,2025,0,10,0,3.7,4,3,0,6.0,0
9,1,2,1,2022,1,1,2023,0,10,0,3.55,5,3,3,5.9,0
3,8,10,7,2021,0,4,2023,0,10,0,2.73,2,4,4,0.0,0
8,1,1,6,2023,1,3,2025,0,10,0,2.78,5,0,3,8.1,0
2,4,0,3,2019,0,4,2020,0,10,0,3.09,2,2,2,5.1,0
0,6,1,5,2021,0,4,2023,1,6,64072,2.59,3,0,3,7.0,1
9,6,1,3,2023,0,2,2024,0,10,0,3.81,3,1,3,6.8,0
3,1,9,3,2023,0,1,2024,1,1,142644,2.76,5,2,1,8.4,1
3,7,8,0,2021,1,3,2023,1,7,106086,2.83,4,1,0,6.9,1
3,7,12,0,2021,1,0,2024,0,10,0,3.86,0,4,3,8.7,0
4,8,10,3,2023,0,3,2024,0,10,0,2.65,5,1,3,6.4,0
4,8,2,5,2023,1,2,2025,0,10,0,3.12,5,1,0,8.4,0
2,6,1,7,2022,1,0,2025,1,6,127482,2.78,1,1,2,7.9,1
8,7,10,7,2021,0,0,2024,0,10,0,2.76,5,1,3,6.2,0
9,5,2,6,2023,1,2,2026,1,5,78675,3.91,5,3,1,8.2,1
8,7,11,3,2023,1,0,2024,0,10,0,2.92,2,3,4,0.0,0
2,3,10,0,2019,0,1,2022,0,10,0,3.3,2,4,1,8.5,0
8,6,14,2,2019,1,2,2022,1,6,76572,3.95,1,1,4,0.0,1
3,9,7,6,2023,0,3,2024,1,9,118731,3.58,0,4,0,7.3,1
5,7,10,6,2019,1,0,2022,1,7,120414,3.19,5,1,4,0.0,1
7,4,8,5,2021,1,3,2024,1,4,95748,2.73,5,4,3,7.0,1
4,0,5,7,2023,0,3,2024,1,0,65270,3.43,1,4,0,6.5,1
8,2,6,7,2020,1,1,2023,1,2,34514,3.61,0,3,3,6.2,1
2,0,2,5,2019,0,4,2020,1,0,94846,3.91,4,1,0,5.6,1
5,3,12,1,2023,0,4,2024,0,10,0,3.02,5,3,0,7.4,0
8,5,4,0,2023,1,1,2026,1,5,58970,2.96,5,4,0,7.5,1
6,7,3,0,2023,1,2,2025,0,10,0,3.9,2,1,1,6.7,0
2,0,0,3,2022,0,3,2023,1,0,149544,2.84,1,1,4,0.0,1
2,7,9,6,2022,0,0,2023,0,10,0,3.14,3,0,3,6.5,0
4,2,5,5,2019,1,0,2021,1,2,49488,3.12,5,1,2,5.8,1
6,2,13,5,2022,0,3,2024,1,2,66681,2.66,0,2,3,6.6,1
9,0,14,3,2021,1,2,2022,0,10,0,3.23,4,4,4,0.0,0
9,8,7,1,2019,1,1,2022,1,8,147827,3.95,4,2,3,8.1,1
3,8,6,2,2019,0,2,2021,0,10,0,3.21,4,0,2,7.5,0
9,1,5,6,2023,1,4,2024,0,10,0,3.25,2,2,0,6.8,0
0,6,1,0,2022,1,4,2024,1,6,120758,2.64,3,2,0,8.0,1
6,2,3,3,2019,0,0,2021,0,10,0,2.74,1,2,2,5.5,0
8,4,0,0,2022,0,3,2024,1,4,93406,2.73,4,2,1,8.3,1
7,1,1,1,2023,1,3,2026,0,10,0,2.58,4,2,1,5.3,0
0,2,5,5,2020,0,2,2021,1,2,70870,2.8,2,2,1,7.2,1
2,6,8,6,2021,0,2,2022,0,10,0,3.81,4,1,1,7.7,0
7,9,12,7,2022,0,2,2023,0,10,0,3.16,5,2,0,5.2,0
4,0,0,1,2020,1,3,2022,1,0,45104,3.44,1,1,2,6.3,1
4,2,6,3,2023,1,1,2024,0,10,0,4.0,0,1,2,6.3,0
4,8,2,3,2022,1,1,2023,0,10,0,3.27,0,0,2,8.9,0
9,2,10,7,2020,1,4,2023,1,2,43904,3.76,5,4,3,7.3,1
3,7,12,5,2020,0,2,2023,1,7,103498,3.61,5,3,1,6.2,1
1,8,2,6,2019,1,4,2021,1,8,68666,3.57,4,3,1,5.2,1
2,6,6,5,2022,1,2,2024,1,6,74287,3.1,0,2,2,9.0,1
0,4,0,4,2019,0,1,2022,0,10,0,2.51,5,2,2,7.1,0
1,3,8,5,2019,1,3,2020,0,10,0,3.34,1,0,1,8.6,0
9,3,11,7,2023,1,4,2024,1,3,51403,2.69,4,1,4,0.0,1
5,3,6,0,2020,0,1,2022,1,3,120835,3.94,0,1,0,6.8,1
3,6,13,0,2021,0,1,2022,0,10,0,3.58,4,4,1,7.1,0
6,3,2,2,2020,0,2,2021,0,10,0,2.79,1,1,0,5.1,0
3,2,7,6,2021,0,4,2022,1,2,92332,3.51,2,1,4,0.0,1
7,4,8,6,2021,0,3,2022,1,4,31490,3.89,1,0,0,8.8,1
4,7,11,5,2020,1,2,2023,0,10,0,3.41,2,2,3,6.3,0
7,8,6,6,2020,0,3,2021,0,10,0,2.67,4,3,3,6.1,0
2,8,4,5,2019,0,1,2021,0,10,0,3.24,3,0,4,0.0,0
6,3,0,7,2021,0,0,2022,0,10,0,3.44,2,3,2,7.0,0
8,6,13,3,2021,0,2,2023,1,6,121463,3.97,0,2,2,5.7,1
